sku,store_view_code,attribute_set_code,product_type,categories,categories_position,category_ids,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,additional_attributes,color,cost,custom_layout,gallery,manufacturer,merchant_center_category,name_of_store,price_type,price_view,shipment_type,size,sku_type,ts_country_of_origin,ts_dimensions_height,ts_dimensions_length,ts_dimensions_width,ts_hs_code,ts_packaging_id,ts_packaging_type,url_path,url_to_product,weight_type,wee_tax_variations,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,configurable_variations,configurable_variation_labels,video_url,tier_prices
0-102703-0100 - Högl Store Spice SC,,Default,simple,"Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","89,88,83",base,BOWIE,,,,1,Taxable Goods,"Catalog, Search",189,,,,bowie-0-102703-0100-hogl-store-spice-sc,BOWIE - Högl Store Spice SC | Spice,,BOWIE no zīmola Högl Store Spice SC par €189. TC Spice atrodamie Apavi bez papēžiem tagad arī internetā!,/7/0/7040820b5dacb3c12d3c071a63648030170b061f9220674df1f36d7be3eb73ad.jpeg,,/7/0/7040820b5dacb3c12d3c071a63648030170b061f9220674df1f36d7be3eb73ad.jpeg,,/7/0/7040820b5dacb3c12d3c071a63648030170b061f9220674df1f36d7be3eb73ad.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/7/0/7040820b5dacb3c12d3c071a63648030170b061f9220674df1f36d7be3eb73ad.jpeg,,,,"color=Black,manufacturer=Högl,name_of_store=Högl Store Spice SC,url_to_product=0",Black,,,,Högl,,Högl Store Spice SC,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-102703-0100 - Högl Store Spice SC,default,Default,simple,"Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","89,88,83",base,BOWIE,,,,1,Taxable Goods,"Catalog, Search",189,,,,bowie-0-102703-0100-hogl-store-spice-sc,BOWIE - Högl Store Spice SC | Spice,,BOWIE no zīmola Högl Store Spice SC par €189. TC Spice atrodamie Apavi bez papēžiem tagad arī internetā!,/7/0/7040820b5dacb3c12d3c071a63648030170b061f9220674df1f36d7be3eb73ad.jpeg,,/7/0/7040820b5dacb3c12d3c071a63648030170b061f9220674df1f36d7be3eb73ad.jpeg,,/7/0/7040820b5dacb3c12d3c071a63648030170b061f9220674df1f36d7be3eb73ad.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/7/0/7040820b5dacb3c12d3c071a63648030170b061f9220674df1f36d7be3eb73ad.jpeg,,,,name_of_store=HÖGL,Black,,,,Högl,,HÖGL,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-103100-0100 - Högl Store Spice SC,,Default,simple,"Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","90,88,83",base,DENVER,,,,1,Taxable Goods,"Catalog, Search",189,,,,denver-0-103100-0100-hogl-store-spice-sc,DENVER - Högl Store Spice SC | Spice,,DENVER no zīmola Högl Store Spice SC par €189. TC Spice atrodamie Zābaki un puszābaki tagad arī internetā!,/0/1/0138d2fec329a5de7c31ffab2e69c311e65435a854d30b40700ce7b77b2aa9db.jpeg,,/0/1/0138d2fec329a5de7c31ffab2e69c311e65435a854d30b40700ce7b77b2aa9db.jpeg,,/0/1/0138d2fec329a5de7c31ffab2e69c311e65435a854d30b40700ce7b77b2aa9db.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/0/1/0138d2fec329a5de7c31ffab2e69c311e65435a854d30b40700ce7b77b2aa9db.jpeg,,,,"color=Black,manufacturer=Högl,name_of_store=Högl Store Spice SC,url_to_product=0",Black,,,,Högl,,Högl Store Spice SC,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-103100-0100 - Högl Store Spice SC,default,Default,simple,"Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","90,88,83",base,DENVER,,,,1,Taxable Goods,"Catalog, Search",189,,,,denver-0-103100-0100-hogl-store-spice-sc,DENVER - Högl Store Spice SC | Spice,,DENVER no zīmola Högl Store Spice SC par €189. TC Spice atrodamie Zābaki un puszābaki tagad arī internetā!,/0/1/0138d2fec329a5de7c31ffab2e69c311e65435a854d30b40700ce7b77b2aa9db.jpeg,,/0/1/0138d2fec329a5de7c31ffab2e69c311e65435a854d30b40700ce7b77b2aa9db.jpeg,,/0/1/0138d2fec329a5de7c31ffab2e69c311e65435a854d30b40700ce7b77b2aa9db.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/0/1/0138d2fec329a5de7c31ffab2e69c311e65435a854d30b40700ce7b77b2aa9db.jpeg,,,,name_of_store=HÖGL,Black,,,,Högl,,HÖGL,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-103110-0100 - Högl Store Spice SC,,Default,simple,"Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","90,88,83",base,DAYTON,,,,1,Taxable Goods,"Catalog, Search",219,,,,dayton-0-103110-0100-hogl-store-spice-sc,DAYTON - Högl Store Spice SC | Spice,,DAYTON no zīmola Högl Store Spice SC par €219. TC Spice atrodamie Zābaki un puszābaki tagad arī internetā!,/2/e/2e72f818780056cdfd14ed9b347ba66de071aa36711f64187ccd7eb04c7e43a2.jpeg,,/2/e/2e72f818780056cdfd14ed9b347ba66de071aa36711f64187ccd7eb04c7e43a2.jpeg,,/2/e/2e72f818780056cdfd14ed9b347ba66de071aa36711f64187ccd7eb04c7e43a2.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/2/e/2e72f818780056cdfd14ed9b347ba66de071aa36711f64187ccd7eb04c7e43a2.jpeg,,,,"color=Black,manufacturer=Högl,name_of_store=Högl Store Spice SC,url_to_product=0",Black,,,,Högl,,Högl Store Spice SC,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-103110-0100 - Högl Store Spice SC,default,Default,simple,"Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","90,88,83",base,DAYTON,,,,1,Taxable Goods,"Catalog, Search",219,,,,dayton-0-103110-0100-hogl-store-spice-sc,DAYTON - Högl Store Spice SC | Spice,,DAYTON no zīmola Högl Store Spice SC par €219. TC Spice atrodamie Zābaki un puszābaki tagad arī internetā!,/2/e/2e72f818780056cdfd14ed9b347ba66de071aa36711f64187ccd7eb04c7e43a2.jpeg,,/2/e/2e72f818780056cdfd14ed9b347ba66de071aa36711f64187ccd7eb04c7e43a2.jpeg,,/2/e/2e72f818780056cdfd14ed9b347ba66de071aa36711f64187ccd7eb04c7e43a2.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/2/e/2e72f818780056cdfd14ed9b347ba66de071aa36711f64187ccd7eb04c7e43a2.jpeg,,,,name_of_store=HÖGL,Black,,,,Högl,,HÖGL,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-103120-0100 - Högl Store Spice SC,,Default,simple,"Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","90,88,83",base,DETROIT,,,,1,Taxable Goods,"Catalog, Search",269,,,,detroit-0-103120-0100-hogl-store-spice-sc,DETROIT - Högl Store Spice SC | Spice,,DETROIT no zīmola Högl Store Spice SC par €269. TC Spice atrodamie Zābaki un puszābaki tagad arī internetā!,/8/2/828b2ecbeb8faa66b7fe8087928f0e3b2400b475a57c1a40144def968cb69c36.jpeg,,/8/2/828b2ecbeb8faa66b7fe8087928f0e3b2400b475a57c1a40144def968cb69c36.jpeg,,/8/2/828b2ecbeb8faa66b7fe8087928f0e3b2400b475a57c1a40144def968cb69c36.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/8/2/828b2ecbeb8faa66b7fe8087928f0e3b2400b475a57c1a40144def968cb69c36.jpeg,,,,"color=Black,manufacturer=Högl,name_of_store=Högl Store Spice SC,url_to_product=0",Black,,,,Högl,,Högl Store Spice SC,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-103120-0100 - Högl Store Spice SC,default,Default,simple,"Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","90,88,83",base,DETROIT,,,,1,Taxable Goods,"Catalog, Search",269,,,,detroit-0-103120-0100-hogl-store-spice-sc,DETROIT - Högl Store Spice SC | Spice,,DETROIT no zīmola Högl Store Spice SC par €269. TC Spice atrodamie Zābaki un puszābaki tagad arī internetā!,/8/2/828b2ecbeb8faa66b7fe8087928f0e3b2400b475a57c1a40144def968cb69c36.jpeg,,/8/2/828b2ecbeb8faa66b7fe8087928f0e3b2400b475a57c1a40144def968cb69c36.jpeg,,/8/2/828b2ecbeb8faa66b7fe8087928f0e3b2400b475a57c1a40144def968cb69c36.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/8/2/828b2ecbeb8faa66b7fe8087928f0e3b2400b475a57c1a40144def968cb69c36.jpeg,,,,name_of_store=HÖGL,Black,,,,Högl,,HÖGL,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-103328-0100 - Högl Store Spice SC,,Default,simple,"Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","89,88,83",base,FLEXY,,,,1,Taxable Goods,"Catalog, Search",169,,,,flexy-0-103328-0100-hogl-store-spice-sc,FLEXY - Högl Store Spice SC | Spice,,FLEXY no zīmola Högl Store Spice SC par €169. TC Spice atrodamie Apavi bez papēžiem tagad arī internetā!,/4/2/420819f312f59bfca0ec0c4f83395abf4554692bd648f59c3561a21043547111.jpeg,,/4/2/420819f312f59bfca0ec0c4f83395abf4554692bd648f59c3561a21043547111.jpeg,,/4/2/420819f312f59bfca0ec0c4f83395abf4554692bd648f59c3561a21043547111.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/4/2/420819f312f59bfca0ec0c4f83395abf4554692bd648f59c3561a21043547111.jpeg,,,,"color=Black,manufacturer=Högl,name_of_store=Högl Store Spice SC,url_to_product=0",Black,,,,Högl,,Högl Store Spice SC,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-103328-0100 - Högl Store Spice SC,default,Default,simple,"Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","89,88,83",base,FLEXY,,,,1,Taxable Goods,"Catalog, Search",169,,,,flexy-0-103328-0100-hogl-store-spice-sc,FLEXY - Högl Store Spice SC | Spice,,FLEXY no zīmola Högl Store Spice SC par €169. TC Spice atrodamie Apavi bez papēžiem tagad arī internetā!,/4/2/420819f312f59bfca0ec0c4f83395abf4554692bd648f59c3561a21043547111.jpeg,,/4/2/420819f312f59bfca0ec0c4f83395abf4554692bd648f59c3561a21043547111.jpeg,,/4/2/420819f312f59bfca0ec0c4f83395abf4554692bd648f59c3561a21043547111.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/4/2/420819f312f59bfca0ec0c4f83395abf4554692bd648f59c3561a21043547111.jpeg,,,,name_of_store=HÖGL,Black,,,,Högl,,HÖGL,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-103337-0100 - Högl Store Spice SC,,Default,simple,"Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","89,88,83",base,PLUMMY,,,,1,Taxable Goods,"Catalog, Search",189,,,,plummy-0-103337-0100-hogl-store-spice-sc,PLUMMY - Högl Store Spice SC | Spice,,PLUMMY no zīmola Högl Store Spice SC par €189. TC Spice atrodamie Apavi bez papēžiem tagad arī internetā!,/a/b/ab67830336c7d146ed34b046e534d35d61731536a922170e7d3bce69174116de.jpeg,,/a/b/ab67830336c7d146ed34b046e534d35d61731536a922170e7d3bce69174116de.jpeg,,/a/b/ab67830336c7d146ed34b046e534d35d61731536a922170e7d3bce69174116de.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/a/b/ab67830336c7d146ed34b046e534d35d61731536a922170e7d3bce69174116de.jpeg,,,,"color=Black,manufacturer=Högl,name_of_store=Högl Store Spice SC,url_to_product=0",Black,,,,Högl,,Högl Store Spice SC,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-103337-0100 - Högl Store Spice SC,default,Default,simple,"Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","89,88,83",base,PLUMMY,,,,1,Taxable Goods,"Catalog, Search",189,,,,plummy-0-103337-0100-hogl-store-spice-sc,PLUMMY - Högl Store Spice SC | Spice,,PLUMMY no zīmola Högl Store Spice SC par €189. TC Spice atrodamie Apavi bez papēžiem tagad arī internetā!,/a/b/ab67830336c7d146ed34b046e534d35d61731536a922170e7d3bce69174116de.jpeg,,/a/b/ab67830336c7d146ed34b046e534d35d61731536a922170e7d3bce69174116de.jpeg,,/a/b/ab67830336c7d146ed34b046e534d35d61731536a922170e7d3bce69174116de.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/a/b/ab67830336c7d146ed34b046e534d35d61731536a922170e7d3bce69174116de.jpeg,,,,name_of_store=HÖGL,Black,,,,Högl,,HÖGL,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-103340-0100 - Högl Store Spice SC,,Default,simple,"Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","89,88,83",base,ENERGY,,,,1,Taxable Goods,"Catalog, Search",159,,,,energy-0-103340-0100-hogl-store-spice-sc,ENERGY - Högl Store Spice SC | Spice,,ENERGY no zīmola Högl Store Spice SC par €159. TC Spice atrodamie Apavi bez papēžiem tagad arī internetā!,/a/a/aaa12bf415b1fe9e5ce74f7bdfd12dfa8387518439c0b8a77da7276fb0a011ac.jpeg,,/a/a/aaa12bf415b1fe9e5ce74f7bdfd12dfa8387518439c0b8a77da7276fb0a011ac.jpeg,,/a/a/aaa12bf415b1fe9e5ce74f7bdfd12dfa8387518439c0b8a77da7276fb0a011ac.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/a/a/aaa12bf415b1fe9e5ce74f7bdfd12dfa8387518439c0b8a77da7276fb0a011ac.jpeg,,,,"color=Black,manufacturer=Högl,name_of_store=Högl Store Spice SC,url_to_product=0",Black,,,,Högl,,Högl Store Spice SC,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-103340-0100 - Högl Store Spice SC,default,Default,simple,"Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","89,88,83",base,ENERGY,,,,1,Taxable Goods,"Catalog, Search",159,,,,energy-0-103340-0100-hogl-store-spice-sc,ENERGY - Högl Store Spice SC | Spice,,ENERGY no zīmola Högl Store Spice SC par €159. TC Spice atrodamie Apavi bez papēžiem tagad arī internetā!,/a/a/aaa12bf415b1fe9e5ce74f7bdfd12dfa8387518439c0b8a77da7276fb0a011ac.jpeg,,/a/a/aaa12bf415b1fe9e5ce74f7bdfd12dfa8387518439c0b8a77da7276fb0a011ac.jpeg,,/a/a/aaa12bf415b1fe9e5ce74f7bdfd12dfa8387518439c0b8a77da7276fb0a011ac.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/a/a/aaa12bf415b1fe9e5ce74f7bdfd12dfa8387518439c0b8a77da7276fb0a011ac.jpeg,,,,name_of_store=HÖGL,Black,,,,Högl,,HÖGL,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-103340-0200 - Högl Store Spice SC,,Default,simple,"Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","89,88,83",base,ENERGY,,,,1,Taxable Goods,"Catalog, Search",159,,,,energy-0-103340-0200-hogl-store-spice-sc,ENERGY - Högl Store Spice SC | Spice,,ENERGY no zīmola Högl Store Spice SC par €159. TC Spice atrodamie Apavi bez papēžiem tagad arī internetā!,/9/6/969f9190a03a8afe0c274ddd228cb2fc0b5bcb046cafe2779f545c50b959538d.jpeg,,/9/6/969f9190a03a8afe0c274ddd228cb2fc0b5bcb046cafe2779f545c50b959538d.jpeg,,/9/6/969f9190a03a8afe0c274ddd228cb2fc0b5bcb046cafe2779f545c50b959538d.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/9/6/969f9190a03a8afe0c274ddd228cb2fc0b5bcb046cafe2779f545c50b959538d.jpeg,,,,"color=White,manufacturer=Högl,name_of_store=Högl Store Spice SC,url_to_product=0",White,,,,Högl,,Högl Store Spice SC,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-103340-0200 - Högl Store Spice SC,default,Default,simple,"Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","89,88,83",base,ENERGY,,,,1,Taxable Goods,"Catalog, Search",159,,,,energy-0-103340-0200-hogl-store-spice-sc,ENERGY - Högl Store Spice SC | Spice,,ENERGY no zīmola Högl Store Spice SC par €159. TC Spice atrodamie Apavi bez papēžiem tagad arī internetā!,/9/6/969f9190a03a8afe0c274ddd228cb2fc0b5bcb046cafe2779f545c50b959538d.jpeg,,/9/6/969f9190a03a8afe0c274ddd228cb2fc0b5bcb046cafe2779f545c50b959538d.jpeg,,/9/6/969f9190a03a8afe0c274ddd228cb2fc0b5bcb046cafe2779f545c50b959538d.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/9/6/969f9190a03a8afe0c274ddd228cb2fc0b5bcb046cafe2779f545c50b959538d.jpeg,,,,name_of_store=HÖGL,White,,,,Högl,,HÖGL,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-103350-0100 - Högl Store Spice SC,,Default,simple,"Default Category/SIEVIETĒM/Apavi/Sportiska stila apavi,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Sportiska stila apavi=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","92,88,83",base,STRIKY,,,,1,Taxable Goods,"Catalog, Search",169,,,,striky-0-103350-0100-hogl-store-spice-sc,STRIKY - Högl Store Spice SC | Spice,,STRIKY no zīmola Högl Store Spice SC par €169. TC Spice atrodamie Sportiska stila apavi tagad arī internetā!,https://hoegl.com/media/catalog/product/,,https://hoegl.com/media/catalog/product/,,https://hoegl.com/media/catalog/product/,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,,,,,"color=Black,manufacturer=Högl,name_of_store=Högl Store Spice SC,url_to_product=0",Black,,,,Högl,,Högl Store Spice SC,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-103350-0100 - Högl Store Spice SC,default,Default,simple,"Default Category/SIEVIETĒM/Apavi/Sportiska stila apavi,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Sportiska stila apavi=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","92,88,83",base,STRIKY,,,,1,Taxable Goods,"Catalog, Search",169,,,,striky-0-103350-0100-hogl-store-spice-sc,STRIKY - Högl Store Spice SC | Spice,,STRIKY no zīmola Högl Store Spice SC par €169. TC Spice atrodamie Sportiska stila apavi tagad arī internetā!,https://hoegl.com/media/catalog/product/,,https://hoegl.com/media/catalog/product/,,https://hoegl.com/media/catalog/product/,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,,,,,name_of_store=HÖGL,Black,,,,Högl,,HÖGL,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-103350-0200 - Högl Store Spice SC,,Default,simple,"Default Category/SIEVIETĒM/Apavi/Sportiska stila apavi,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Sportiska stila apavi=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","92,88,83",base,STRIKY,,,,1,Taxable Goods,"Catalog, Search",169,,,,striky-0-103350-0200-hogl-store-spice-sc,STRIKY - Högl Store Spice SC | Spice,,STRIKY no zīmola Högl Store Spice SC par €169. TC Spice atrodamie Sportiska stila apavi tagad arī internetā!,/b/e/be78240f243a55d33a6515a2c83afa21398fc620d7943f6423754bd49937d298.jpeg,,/b/e/be78240f243a55d33a6515a2c83afa21398fc620d7943f6423754bd49937d298.jpeg,,/b/e/be78240f243a55d33a6515a2c83afa21398fc620d7943f6423754bd49937d298.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/b/e/be78240f243a55d33a6515a2c83afa21398fc620d7943f6423754bd49937d298.jpeg,,,,"color=White,manufacturer=Högl,name_of_store=Högl Store Spice SC,url_to_product=0",White,,,,Högl,,Högl Store Spice SC,,,,,,,,,,,,,,0,,,,,,,,,,,,,
