sku,store_view_code,attribute_set_code,product_type,categories,categories_position,category_ids,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,additional_attributes,color,cost,custom_layout,gallery,manufacturer,merchant_center_category,name_of_store,price_type,price_view,shipment_type,size,sku_type,ts_country_of_origin,ts_dimensions_height,ts_dimensions_length,ts_dimensions_width,ts_hs_code,ts_packaging_id,ts_packaging_type,url_path,url_to_product,weight_type,wee_tax_variations,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,configurable_variations,configurable_variation_labels,video_url,tier_prices
0-101010-0101 - Högl Store Spice SC,default,Default,simple,"Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","89,88,83",base,PLENTY,,,,1,Taxable Goods,"Catalog, Search",149,,,,plenty-0-101010-0101-hogl-store-spice-sc,PLENTY - Högl Store Spice SC | Spice,,PLENTY no zīmola Högl Store Spice SC par €149. TC Spice atrodamie Apavi bez papēžiem tagad arī internetā!,/f/9/f96e80800318fd41eb0f57868296ac99cbe04f51199ca32339cfdc0ffab7b1cb.jpeg,,/f/9/f96e80800318fd41eb0f57868296ac99cbe04f51199ca32339cfdc0ffab7b1cb.jpeg,,/f/9/f96e80800318fd41eb0f57868296ac99cbe04f51199ca32339cfdc0ffab7b1cb.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/f/9/f96e80800318fd41eb0f57868296ac99cbe04f51199ca32339cfdc0ffab7b1cb.jpeg,,,,name_of_store=HÖGL,Black,,,,Högl,,HÖGL,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-101024-0100 - Högl Store Spice SC,,Default,simple,"Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","89,88,83",base,PETTY,,,,1,Taxable Goods,"Catalog, Search",159,,,,petty-0-101024-0100-hogl-store-spice-sc,PETTY - Högl Store Spice SC | Spice,,PETTY no zīmola Högl Store Spice SC par €159. TC Spice atrodamie Apavi bez papēžiem tagad arī internetā!,/8/9/895591fa41e547bb6b0ea2a1e9dceecd785c5311ea8d9a487e7e49bf8fe559dc.jpeg,,/8/9/895591fa41e547bb6b0ea2a1e9dceecd785c5311ea8d9a487e7e49bf8fe559dc.jpeg,,/8/9/895591fa41e547bb6b0ea2a1e9dceecd785c5311ea8d9a487e7e49bf8fe559dc.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/8/9/895591fa41e547bb6b0ea2a1e9dceecd785c5311ea8d9a487e7e49bf8fe559dc.jpeg,,,,"color=Black,manufacturer=Högl,name_of_store=Högl Store Spice SC,url_to_product=0",Black,,,,Högl,,Högl Store Spice SC,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-101024-0100 - Högl Store Spice SC,default,Default,simple,"Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","89,88,83",base,PETTY,,,,1,Taxable Goods,"Catalog, Search",159,,,,petty-0-101024-0100-hogl-store-spice-sc,PETTY - Högl Store Spice SC | Spice,,PETTY no zīmola Högl Store Spice SC par €159. TC Spice atrodamie Apavi bez papēžiem tagad arī internetā!,/8/9/895591fa41e547bb6b0ea2a1e9dceecd785c5311ea8d9a487e7e49bf8fe559dc.jpeg,,/8/9/895591fa41e547bb6b0ea2a1e9dceecd785c5311ea8d9a487e7e49bf8fe559dc.jpeg,,/8/9/895591fa41e547bb6b0ea2a1e9dceecd785c5311ea8d9a487e7e49bf8fe559dc.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/8/9/895591fa41e547bb6b0ea2a1e9dceecd785c5311ea8d9a487e7e49bf8fe559dc.jpeg,,,,name_of_store=HÖGL,Black,,,,Högl,,HÖGL,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-101103-0100 - Högl Store Spice SC,,Default,simple,"Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","90,88,83",base,SOHO,,,,1,Taxable Goods,"Catalog, Search",229,,,,soho-0-101103-0100-hogl-store-spice-sc,SOHO - Högl Store Spice SC | Spice,,SOHO no zīmola Högl Store Spice SC par €229. TC Spice atrodamie Zābaki un puszābaki tagad arī internetā!,/2/3/23ffeaf1acde0b899927ee272e3c91aab8df409b9c47bc0be64fdfce6ea3dc2d.jpeg,,/2/3/23ffeaf1acde0b899927ee272e3c91aab8df409b9c47bc0be64fdfce6ea3dc2d.jpeg,,/2/3/23ffeaf1acde0b899927ee272e3c91aab8df409b9c47bc0be64fdfce6ea3dc2d.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/2/3/23ffeaf1acde0b899927ee272e3c91aab8df409b9c47bc0be64fdfce6ea3dc2d.jpeg,,,,"color=Black,manufacturer=Högl,name_of_store=Högl Store Spice SC,url_to_product=0",Black,,,,Högl,,Högl Store Spice SC,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-101103-0100 - Högl Store Spice SC,default,Default,simple,"Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","90,88,83",base,SOHO,,,,1,Taxable Goods,"Catalog, Search",229,,,,soho-0-101103-0100-hogl-store-spice-sc,SOHO - Högl Store Spice SC | Spice,,SOHO no zīmola Högl Store Spice SC par €229. TC Spice atrodamie Zābaki un puszābaki tagad arī internetā!,/2/3/23ffeaf1acde0b899927ee272e3c91aab8df409b9c47bc0be64fdfce6ea3dc2d.jpeg,,/2/3/23ffeaf1acde0b899927ee272e3c91aab8df409b9c47bc0be64fdfce6ea3dc2d.jpeg,,/2/3/23ffeaf1acde0b899927ee272e3c91aab8df409b9c47bc0be64fdfce6ea3dc2d.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/2/3/23ffeaf1acde0b899927ee272e3c91aab8df409b9c47bc0be64fdfce6ea3dc2d.jpeg,,,,name_of_store=HÖGL,Black,,,,Högl,,HÖGL,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-101106-0100 - Högl Store Spice SC,,Default,simple,"Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","90,88,83",base,SOHO,,,,1,Taxable Goods,"Catalog, Search",249,,,,soho-0-101106-0100-hogl-store-spice-sc,SOHO - Högl Store Spice SC | Spice,,SOHO no zīmola Högl Store Spice SC par €249. TC Spice atrodamie Zābaki un puszābaki tagad arī internetā!,/6/4/648998a1bfce9227e4d41561141481323120be275d95a22c51f3bf8c9ad08c25.jpeg,,/6/4/648998a1bfce9227e4d41561141481323120be275d95a22c51f3bf8c9ad08c25.jpeg,,/6/4/648998a1bfce9227e4d41561141481323120be275d95a22c51f3bf8c9ad08c25.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/6/4/648998a1bfce9227e4d41561141481323120be275d95a22c51f3bf8c9ad08c25.jpeg,,,,"color=Black,manufacturer=Högl,name_of_store=Högl Store Spice SC,url_to_product=0",Black,,,,Högl,,Högl Store Spice SC,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-101106-0100 - Högl Store Spice SC,default,Default,simple,"Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","90,88,83",base,SOHO,,,,1,Taxable Goods,"Catalog, Search",249,,,,soho-0-101106-0100-hogl-store-spice-sc,SOHO - Högl Store Spice SC | Spice,,SOHO no zīmola Högl Store Spice SC par €249. TC Spice atrodamie Zābaki un puszābaki tagad arī internetā!,/6/4/648998a1bfce9227e4d41561141481323120be275d95a22c51f3bf8c9ad08c25.jpeg,,/6/4/648998a1bfce9227e4d41561141481323120be275d95a22c51f3bf8c9ad08c25.jpeg,,/6/4/648998a1bfce9227e4d41561141481323120be275d95a22c51f3bf8c9ad08c25.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/6/4/648998a1bfce9227e4d41561141481323120be275d95a22c51f3bf8c9ad08c25.jpeg,,,,name_of_store=HÖGL,Black,,,,Högl,,HÖGL,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-101196-0100 - Högl Store Spice SC,,Default,simple,"Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","90,88,83",base,HIGH GUARD,,,,1,Taxable Goods,"Catalog, Search",349,,,,high-guard-0-101196-0100-hogl-store-spice-sc,HIGH GUARD - Högl Store Spice SC | Spice,,HIGH GUARD no zīmola Högl Store Spice SC par €349. TC Spice atrodamie Zābaki un puszābaki tagad arī internetā!,/9/5/95a1cfab93be45958601cf8af91c09e835ac91d5e5a83c1e46ac8517aa6d3fb6.jpeg,,/9/5/95a1cfab93be45958601cf8af91c09e835ac91d5e5a83c1e46ac8517aa6d3fb6.jpeg,,/9/5/95a1cfab93be45958601cf8af91c09e835ac91d5e5a83c1e46ac8517aa6d3fb6.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/9/5/95a1cfab93be45958601cf8af91c09e835ac91d5e5a83c1e46ac8517aa6d3fb6.jpeg,,,,"color=Black,manufacturer=Högl,name_of_store=Högl Store Spice SC,url_to_product=0",Black,,,,Högl,,Högl Store Spice SC,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-101196-0100 - Högl Store Spice SC,default,Default,simple,"Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","90,88,83",base,HIGH GUARD,,,,1,Taxable Goods,"Catalog, Search",349,,,,high-guard-0-101196-0100-hogl-store-spice-sc,HIGH GUARD - Högl Store Spice SC | Spice,,HIGH GUARD no zīmola Högl Store Spice SC par €349. TC Spice atrodamie Zābaki un puszābaki tagad arī internetā!,/9/5/95a1cfab93be45958601cf8af91c09e835ac91d5e5a83c1e46ac8517aa6d3fb6.jpeg,,/9/5/95a1cfab93be45958601cf8af91c09e835ac91d5e5a83c1e46ac8517aa6d3fb6.jpeg,,/9/5/95a1cfab93be45958601cf8af91c09e835ac91d5e5a83c1e46ac8517aa6d3fb6.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/9/5/95a1cfab93be45958601cf8af91c09e835ac91d5e5a83c1e46ac8517aa6d3fb6.jpeg,,,,name_of_store=HÖGL,Black,,,,Högl,,HÖGL,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-101204-0100 - Högl Store Spice SC,,Default,simple,"Default Category/SIEVIETĒM/Apavi/Sportiska stila apavi,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Sportiska stila apavi=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","92,88,83",base,GUY,,,,1,Taxable Goods,"Catalog, Search",149,,,,guy-0-101204-0100-hogl-store-spice-sc,GUY - Högl Store Spice SC | Spice,,GUY no zīmola Högl Store Spice SC par €149. TC Spice atrodamie Sportiska stila apavi tagad arī internetā!,/6/d/6dad7021807c843f6a7b8e794a53f6f9e999574dcb94b4c1990190fa2c2abdd7.jpeg,,/6/d/6dad7021807c843f6a7b8e794a53f6f9e999574dcb94b4c1990190fa2c2abdd7.jpeg,,/6/d/6dad7021807c843f6a7b8e794a53f6f9e999574dcb94b4c1990190fa2c2abdd7.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/6/d/6dad7021807c843f6a7b8e794a53f6f9e999574dcb94b4c1990190fa2c2abdd7.jpeg,,,,"color=Black,manufacturer=Högl,name_of_store=Högl Store Spice SC,url_to_product=0",Black,,,,Högl,,Högl Store Spice SC,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-101204-0100 - Högl Store Spice SC,default,Default,simple,"Default Category/SIEVIETĒM/Apavi/Sportiska stila apavi,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Sportiska stila apavi=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","92,88,83",base,GUY,,,,1,Taxable Goods,"Catalog, Search",149,,,,guy-0-101204-0100-hogl-store-spice-sc,GUY - Högl Store Spice SC | Spice,,GUY no zīmola Högl Store Spice SC par €149. TC Spice atrodamie Sportiska stila apavi tagad arī internetā!,/6/d/6dad7021807c843f6a7b8e794a53f6f9e999574dcb94b4c1990190fa2c2abdd7.jpeg,,/6/d/6dad7021807c843f6a7b8e794a53f6f9e999574dcb94b4c1990190fa2c2abdd7.jpeg,,/6/d/6dad7021807c843f6a7b8e794a53f6f9e999574dcb94b4c1990190fa2c2abdd7.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/6/d/6dad7021807c843f6a7b8e794a53f6f9e999574dcb94b4c1990190fa2c2abdd7.jpeg,,,,name_of_store=HÖGL,Black,,,,Högl,,HÖGL,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-101210-0100 - Högl Store Spice SC,,Default,simple,"Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","89,88,83",base,GAP,,,,1,Taxable Goods,"Catalog, Search",139,,,,gap-0-101210-0100-hogl-store-spice-sc,GAP - Högl Store Spice SC | Spice,,GAP no zīmola Högl Store Spice SC par €139. TC Spice atrodamie Apavi bez papēžiem tagad arī internetā!,/0/c/0c87ea869b569385fceb5167358cb1b53061c2fb1c51f34226d0d0f8d045f425.jpeg,,/0/c/0c87ea869b569385fceb5167358cb1b53061c2fb1c51f34226d0d0f8d045f425.jpeg,,/0/c/0c87ea869b569385fceb5167358cb1b53061c2fb1c51f34226d0d0f8d045f425.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/0/c/0c87ea869b569385fceb5167358cb1b53061c2fb1c51f34226d0d0f8d045f425.jpeg,,,,"color=Black,manufacturer=Högl,name_of_store=Högl Store Spice SC,url_to_product=0",Black,,,,Högl,,Högl Store Spice SC,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-101210-0100 - Högl Store Spice SC,default,Default,simple,"Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","89,88,83",base,GAP,,,,1,Taxable Goods,"Catalog, Search",139,,,,gap-0-101210-0100-hogl-store-spice-sc,GAP - Högl Store Spice SC | Spice,,GAP no zīmola Högl Store Spice SC par €139. TC Spice atrodamie Apavi bez papēžiem tagad arī internetā!,/0/c/0c87ea869b569385fceb5167358cb1b53061c2fb1c51f34226d0d0f8d045f425.jpeg,,/0/c/0c87ea869b569385fceb5167358cb1b53061c2fb1c51f34226d0d0f8d045f425.jpeg,,/0/c/0c87ea869b569385fceb5167358cb1b53061c2fb1c51f34226d0d0f8d045f425.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/0/c/0c87ea869b569385fceb5167358cb1b53061c2fb1c51f34226d0d0f8d045f425.jpeg,,,,name_of_store=HÖGL,Black,,,,Högl,,HÖGL,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-101214-0100 - Högl Store Spice SC,,Default,simple,"Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","89,88,83",base,GAP,,,,1,Taxable Goods,"Catalog, Search",139,,,,gap-0-101214-0100-hogl-store-spice-sc,GAP - Högl Store Spice SC | Spice,,GAP no zīmola Högl Store Spice SC par €139. TC Spice atrodamie Apavi bez papēžiem tagad arī internetā!,/b/f/bfafafcb6630dcd69bcf3335f904f2b13b107016572c1c3351c6bad0feead475.jpeg,,/b/f/bfafafcb6630dcd69bcf3335f904f2b13b107016572c1c3351c6bad0feead475.jpeg,,/b/f/bfafafcb6630dcd69bcf3335f904f2b13b107016572c1c3351c6bad0feead475.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/b/f/bfafafcb6630dcd69bcf3335f904f2b13b107016572c1c3351c6bad0feead475.jpeg,,,,"color=Black,manufacturer=Högl,name_of_store=Högl Store Spice SC,url_to_product=0",Black,,,,Högl,,Högl Store Spice SC,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-101214-0100 - Högl Store Spice SC,default,Default,simple,"Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Apavi bez papēžiem=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","89,88,83",base,GAP,,,,1,Taxable Goods,"Catalog, Search",139,,,,gap-0-101214-0100-hogl-store-spice-sc,GAP - Högl Store Spice SC | Spice,,GAP no zīmola Högl Store Spice SC par €139. TC Spice atrodamie Apavi bez papēžiem tagad arī internetā!,/b/f/bfafafcb6630dcd69bcf3335f904f2b13b107016572c1c3351c6bad0feead475.jpeg,,/b/f/bfafafcb6630dcd69bcf3335f904f2b13b107016572c1c3351c6bad0feead475.jpeg,,/b/f/bfafafcb6630dcd69bcf3335f904f2b13b107016572c1c3351c6bad0feead475.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/b/f/bfafafcb6630dcd69bcf3335f904f2b13b107016572c1c3351c6bad0feead475.jpeg,,,,name_of_store=HÖGL,Black,,,,Högl,,HÖGL,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-101307-0100 - Högl Store Spice SC,,Default,simple,"Default Category/SIEVIETĒM/Apavi/Sportiska stila apavi,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Sportiska stila apavi=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","92,88,83",base,FUTURE,,,,1,Taxable Goods,"Catalog, Search",209,,,,future-0-101307-0100-hogl-store-spice-sc,FUTURE - Högl Store Spice SC | Spice,,FUTURE no zīmola Högl Store Spice SC par €209. TC Spice atrodamie Sportiska stila apavi tagad arī internetā!,/7/3/7324d75bf344f5b762241ddcb96c27f6301d0233daee7c7d2c0f6f4dd47f304d.jpeg,,/7/3/7324d75bf344f5b762241ddcb96c27f6301d0233daee7c7d2c0f6f4dd47f304d.jpeg,,/7/3/7324d75bf344f5b762241ddcb96c27f6301d0233daee7c7d2c0f6f4dd47f304d.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/7/3/7324d75bf344f5b762241ddcb96c27f6301d0233daee7c7d2c0f6f4dd47f304d.jpeg,,,,"color=Black,manufacturer=Högl,name_of_store=Högl Store Spice SC,url_to_product=0",Black,,,,Högl,,Högl Store Spice SC,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-101307-0100 - Högl Store Spice SC,default,Default,simple,"Default Category/SIEVIETĒM/Apavi/Sportiska stila apavi,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Sportiska stila apavi=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","92,88,83",base,FUTURE,,,,1,Taxable Goods,"Catalog, Search",209,,,,future-0-101307-0100-hogl-store-spice-sc,FUTURE - Högl Store Spice SC | Spice,,FUTURE no zīmola Högl Store Spice SC par €209. TC Spice atrodamie Sportiska stila apavi tagad arī internetā!,/7/3/7324d75bf344f5b762241ddcb96c27f6301d0233daee7c7d2c0f6f4dd47f304d.jpeg,,/7/3/7324d75bf344f5b762241ddcb96c27f6301d0233daee7c7d2c0f6f4dd47f304d.jpeg,,/7/3/7324d75bf344f5b762241ddcb96c27f6301d0233daee7c7d2c0f6f4dd47f304d.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/7/3/7324d75bf344f5b762241ddcb96c27f6301d0233daee7c7d2c0f6f4dd47f304d.jpeg,,,,name_of_store=HÖGL,Black,,,,Högl,,HÖGL,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0-101319-0100 - Högl Store Spice SC,,Default,simple,"Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki,Default Category/SIEVIETĒM/Apavi,Default Category/SIEVIETĒM","Default Category/SIEVIETĒM/Apavi/Zābaki un puszābaki=0,Default Category/SIEVIETĒM/Apavi=0,Default Category/SIEVIETĒM=0","90,88,83",base,FORWARD,,,,1,Taxable Goods,"Catalog, Search",249,,,,forward-0-101319-0100-hogl-store-spice-sc,FORWARD - Högl Store Spice SC | Spice,,FORWARD no zīmola Högl Store Spice SC par €249. TC Spice atrodamie Zābaki un puszābaki tagad arī internetā!,/2/b/2b9b1a949bcb82a56d67fdd876865c9cea01dd192d32e0cbef8478453671dadc.jpeg,,/2/b/2b9b1a949bcb82a56d67fdd876865c9cea01dd192d32e0cbef8478453671dadc.jpeg,,/2/b/2b9b1a949bcb82a56d67fdd876865c9cea01dd192d32e0cbef8478453671dadc.jpeg,,,,"9/30/20, 6:45 PM","10/14/20, 2:31 PM",,,Block after Info Column,,,,,,,,,,,Use config,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,0,1,0,0,0,,,,,,,/2/b/2b9b1a949bcb82a56d67fdd876865c9cea01dd192d32e0cbef8478453671dadc.jpeg,,,,"color=Black,manufacturer=Högl,name_of_store=Högl Store Spice SC,url_to_product=0",Black,,,,Högl,,Högl Store Spice SC,,,,,,,,,,,,,,0,,,,,,,,,,,,,
